id,name,date,estimated_cost,contract_value,winner
cb4d7a923ae404f51765cde7511dcd6f980bcb897e3d5b7a4330f9a2a56ccdf8,"Isparta Emniyet Müdürlüğü ve Eğirdir İlçe Emniyet Müdürlüğü Kent Güvenlik Yönetim Sistemi Genişleme, Modernizasyon projesi montajlı mal alımı işi",27.12.2024 14:30,2073523.33,1412450.0,GLOBAL FORTE BİLİŞİM TEKNOLOJİLERİ VE DANIŞMANLIK ANONİM ŞİRKETİ
b9d0e049be4cb550b5fffb17e3b61243a05ef56dd5c75ccfcbe58a2d88ab5a61,"MÜDÜRLÜĞÜMÜZE BAĞLI HARAKANİ DEVLET HASTANESİNDE KULLANILMAK ÜZERE 6 YATAK KAPASİTELİ 2 SEVİYE ÇOCUK YOĞUN BAKIM TADİLAT VE YOĞUN BAKIM, AMELİYATHANE ZEMİNİ PVC BAKIM ONARIM ALIM İŞİ",27.12.2024 14:00,,,
7c3bebfef0505ffe321034d824ea745480cfa174a7f9bd489584292f077d0ef5,Türkoğlu İlçesi  Yedi Güzel Adam Anadolu İmam Hatip Lisesi  Güçlendirme ve Genel Onarım İşi,27.12.2024 14:00,70937496.06,53472000.0,KA-YAPI İNŞAAT ELEKTRİK VE ELEKTRONİK NAK.PET.ÜR.GID
dfdf0b235fa79db910ed28a483a5199c7f1316e19ec411314f5a70dd050d2b35,Halkevi Gençlik Merkezi Tasarım Kulübü Bilişim Malzemeleri,27.12.2024 14:00,2026885.0,2019800.0,EMRULLAH YOLASIĞMAZ
5606902d40361e36a83341a10fc18c811aa8c5a6137eeb9d829928e62dcf8437,MUHTELİF,27.12.2024 14:00,1744913.86,1744913.86,KORSİS BİLİŞİM SİSTEMLERİ DANIŞMANLIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ
1e6b12796e620d95b6165f4bad3b8b2b717174db154e7f7d98d24cf772328903,BALIKESİR BAŞMÜDÜRLÜĞÜ VE BAĞLI İŞYERLERİNİN 2024 YILI YÜKLEME BOŞALTMA İŞLERİNİN YÜRÜTÜLMESİ,27.12.2024 14:00,10500000.0,10500000.0,GOLDİLOCKS TARIM TURİZM BİLİŞİM ENERJİ LOJİSTİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ
25ac5bacbd9f13e60c8e657dc66306da4b472d1797479460ba2a94ebe762eab7,Spor Alanları,27.12.2024 14:00,5126466.03,4255000.0,"TF KOÇTAŞ MADENCİLİK İNŞAAT ELEKTRİK OTOMOTİV TAŞIMACILIK GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ, MN DEMİR SET YAPI İNŞAAT TAAHHÜT TİCARET VE SANAYİ LİMİTED ŞİRKETİ İş Ortaklığı"
551b51f67ecb0467369af22b75e60015eaa1dbfdb1e6db0e1790738f6f235b18,GSM Hatları Hizmet Alımı,27.12.2024 14:00,8941200.0,5838096.0,VODAFONE TELEKOMÜNİKASYON A.Ş
327f30ccd8b5ac4368043e2537904052d577548bc7712a39aa084dfc409b3d9b,İKLİME HAZIR İZMİR: DİRENÇLİLİK STRATEJİLERİNİN GELİŞTİRİLMESİ PROJESİ HİZMETİ,27.12.2024 14:00,4166666.67,3980000.0,GTE KARBON SÜRDÜRÜLEBİLİR ENERJİ EĞİTİM DANIŞMANLIK VE TİCARET ANONİM ŞİRKETİ
e8248f55523f79ec8bde4fead992dd62130047d1346ef2b0f7cbf9496adbbdca,"2025 YILI KÜLTÜR, SANAT VE MESLEK EĞİTİMİ KURSLARI HİZMET ALIMI",27.12.2024 14:00,48875833.33,47975000.0,ULUTEPE DANIŞMANLIK İNSAN KAYNAKLARI EĞİTİM HİZMETLERİ SANAYİ LİMİTED ŞİRKETİ
ff894f0aea684c063e6398c93d1fd7acf4019aecf488a36fa4d5d3d54510cb29,2 KALEM LAZER ABLASYON PROBU ALIMI,27.12.2024 14:00,3043939.16,2712500.0,KULVAR MEDİKAL SAĞLIK HİZMETLERİ BİLİŞİM TURİZM MADENCİLİK OTOMOTİV ENERJİ İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ
4d7cf8acee3abe64420cec0519dc723f2dfab95c1bf63e8b0d47b1bbac097ef7,MUHTELİF,27.12.2024 12:00,1105800.0,1105800.0,SHK BİLİŞİM TEKNOLOJİLERİ LİMİTED ŞİRKETİ
76661bd6a139c84090a4d189801ff42cd888d19d71e79b7cdd364bc33946efc8,CAM MALZEMELERİ,27.12.2024 11:30,12038656.7,109670.0,TECHLABS MEDİKAL VEKİMYA TİC.LTD.ŞTİ.
f0f80f8148970c4c20f8112064e5b9d3ba94d48cdd6db585e19ba0bcba673102,Veri Merkezi Bulut Hizmeti Alımı İşi,27.12.2024 10:00,46379301.87,39407028.0,ICT BULUT BİLİŞİM ANONİM ŞİRKETİ
1a0495197906445da475bb93efc4ed9ef7d53eca2fb3bb03ac398628d5b3a036,AKARYAKIT SATIN ALINMASI,27.12.2024 10:00,,,
e961d51e4a630db87ca71f26c539d124c28b07a2cf6b93f18ab9b3c4bb461dd9,Nem Alma Santrali Bakım Onarım İşi,26.12.2024 16:00,1303130.0,1230000.0,KORTEK BİLİŞİM TEKNOLOJİLERİ VE GÜVENLİK SİSTEMLERİ İNŞAAT TAAHHÜT LİMİTED ŞİRKETİ
c817a0af59b1103572a1fe96f9907bd6395eac80e884ec1402a70bc54b6990b8,"MALZEMELİ DAHİL YEMEK PİŞİRME, DAĞITIM VE SONRASI HİZMETLERİ ALIMI",26.12.2024 15:30,8761785.18,706399.6,BULUT RESTORAN GIDA TURİZM OTELCİLİK VE İMALAT İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKETİ
c71c1bb6c5eca3dabf66e76032fca7ec4a1be919210d877d806c84b14c72276b,"Araç Takip Cihazı, Sürücü Takip Birimi ve Filo Yönetimi Sistemi Satın Alınması",26.12.2024 15:00,1977700.0,1475000.0,OREED BİLİŞİM TEKNOLOJİLERİ İNŞAAT OTOMOTİV PAZARLAMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ
2e397453aab934730a1a61de1f6f419ee7218217d822f9fcf37405dc7ca1886b,Ücretli Geçişli Birimlerdeki Ücretlerin Elektronik Kart ve Bilet Sistemi İle Toplanması Hizmetleri,26.12.2024 14:30,4307300.0,3631250.0,GAZİULAŞ GAZİANTEP ULAŞIM VE BİLİŞİM HİZMETLERİ ANONİM ŞİRKETİ
1777f23b3a3de3828a159ac3449c0c9c66e773a658c54ce8cfb8436957e92d33,2025 YILI HASTA TAŞIMA HİZMETİ ALIMI,26.12.2024 14:00,2222002.2,1782000.0,UMUT KUŞTEPE
9256298171de92cc06e186fc07348ba1c21c5685b926b969f1fa62d9f9ddfca9,"Kocaeli İli Sınırları Emniyet-Kbb F/O Hatların Ölçümü, Raporlanması, Hat Topolojisinin Çıkarılması ve Hatların Yedeklenmesi Yapımı",26.12.2024 14:00,8097500.0,7840250.0,HİRA FİBER TEKNOLOJİLERİ ELEKTRİK ELEKTRONİK TEKSTİL İNŞAAT TAAHHÜT SANAYİ TİCARET LİMİTED ŞİRKETİ
817a40b67fe2425e319c486a6dfb4236926e763ea20fb2ad2481ba9955a4bb3b,"Isı Takip Sistemi, Sesli Çağrı Sistemi ve Sıra Takip Sistemi, Kartlı Geçiş Sistemi, Medikal Dikte Sistemi Yazılımı ve Personel Devam Kontrol Sistemi Hizmet Alım İhalesi",26.12.2024 11:30,2060662.43,192000.0,DATAPROM BİLİŞİM TEKNOLOJİLERİ LİMİTED ŞİRKETİ
5bc6db3489ef93131a43641cb5a22e35ec1d1f2fab7c5950f6976771710a2667,BERGAMA NECLA MİTHAT ÖZTÜRE DEVLET HASTANESİ 2025 MALİ YILI 33 KALEM MEKANİK CİHAZ VE TIBBİ CİHAZ PERİYODİK BAKIM VE ONARIM HİZMETİ ALIMI,26.12.2024 11:00,2775740.89,128000.0,VOLKAN ARLI
675697df7ef523469fcef4b71f8dd158220b77761bb0313e11e1e0ee786838f9,Sistem Bileşenleri Bakım Onarımı,26.12.2024 11:00,51869420.25,9970000.0,NEX TEKNOLOJİ ANONİM ŞİRKETİ
5cc1af5ebf6c3056eb7557c440c0983e3c63f3e1c2c92a80574252be4caf07e0,DİJİTAL DÖNÜŞÜM UYGULAMALARI KURULMASI HİZMET ALIMI,26.12.2024 11:00,,,
58328dc9277fd9c9569a7028d4ee3959b70125745b1a5030d174f15e209c03ec,2025 MALİ YILI İÇİN 2 KISIM 58 KALEM TEMİZLİK ÜRÜNLERİ VE 25 KALEM KIRTASİYE MALZEMESİ ALIMI,26.12.2024 10:30,1572042.47,119780.0,DAVUT TECE
4eb20427657393e76efd46a6fa3fd9e7ed301b514471f8b0d4b5d9531f5dcfbf,"Çevre Koruma Hafriyat Kontrol Merkezinin Hizmete Hazır Halde Tutulmasına Yönelik Makine, Ekipman, Malzeme Temini ile Merkezin İşletilmesi ve Bakım Onarımı Hizmeti Alımı İşi",26.12.2024 10:30,189464146.25,170026195.0,İSBAK İSTANBUL BİLİŞİM VE AKILLI KENT TEKNOLOJİLERİ ANONİM ŞİRKETİ
1331c247d9ee1f2e3a4e4506412347ccfa17a5036a1b39fdc37db9429cb83c37,TOPDAĞI SOSYAL GİRİŞİMCİLİK MERKEZİ PROJESİ MAL ALIM İŞİ,26.12.2024 10:30,0.0,,ERYIL SÜT VE HAYVANCILIK EKİPMANLARI TARIM MAKİNALARI GIDA İNŞAAT VE İNŞAAT MALZEMELERİ ENDÜSTRİYEL ÜRÜNLER ÜRETİM PAZARLAMA İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ
9e7830703b36843df669ac24c7592b63052e0cb25a3e6d692fb29659bf3d52ce,110 Kalem Kırtasiye Malzemesi alımı,26.12.2024 10:00,10126074.04,1000267.25,ARMY BASKI TEKNOLOJİLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ
09d2aecc7476cee3aea34b335c93ec71c9224b41f3c8b539bbdda4cd25ee4f88,"SAP Lisans Yükseltme, Yıllık Bakım ve Geçiş Destek Hizmeti Alımı İşi",26.12.2024 10:00,98508052.82,63995000.0,ARETE BİLGİSAYAR OTOMASYON DANIŞMANLIK VE EĞİTİM HİZMETLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ
3e757f35361235b5ea95ed54e76f247d31be2fcfda125c2d93fb5e5cbf199f8f,02Bölge 21 Şube Bina Tesisleri Onarımı,26.12.2024 10:00,,,
a3d37a8bb6e0d816cf31f8e866c04895822f46b6d7b257c97767f8f091425d19,Mehmetçik Ortaokulu Ek Bina Yapım İşi,26.12.2024 10:00,70815912.26,51850000.0,TACİRLER HAYVANCILIK İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ
37e91a51bb6fcf6dd1a771fe2eb02632a2921b5f9eec019b10858f382568794b,Sandbox Sistemi,26.12.2024 10:00,4209500.0,3925000.0,PERFORMA BİLGİ TEKNOLOJİLERİ DANIŞMANLIK EĞİTİM SANAYİ VE TİCARET ANONİM ŞİRKETİ
aeaba663c7bad277d8589b157fe78273c8ded38113e876b3b495a3a8921e9392,GÜMÜŞHACIKÖY ARTIKABAT ASM VE ASHİ YAPIM İŞİ,26.12.2024 10:00,,,
161ff3b1ed6e57a1da437004b67f52955a0e1adefa6099535f67e1257226cb17,"Aşçıbaşı, Aşçıbaşı Yardımcısı, Aşçı, Şef Garson, Garson, Bakım Onarım Personeli ve Temizlik Personeli",26.12.2024 10:00,20651935.55,19403816.37,MHS GRUP DIŞ TİCARET ANONİM ŞİRKETİ
bad39da3f53f3e51ea40d33e5580ae8384463c8cc7724de3c6e19a0033e41d15,İstanbul Esenyurt Necmi Kadıoğlu Devlet Hastanesi (250 Yatak) Çevre Düzenlemesi ve İlave İşler Yapım İşi,25.12.2024 17:00,142951970.78,130000000.0,NAMSA İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ
247ffc1c5cb4fe01513cbb250839c23472b845deadfabda6fb11b5133d216beb,"Taşıt (Binek Otomobil, Panel, Arazi Binek 4x4, Pick-Up 4x4) Kiralanması",25.12.2024 16:30,168054404.48,161461000.0,"AKA AYDOĞANLAR OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ, BGR FİLO TEKNOLOJİ BİLİŞİM REKLAM DANIŞMANLIK İNŞAAT TİCARET ANONİM ŞİRKETİ İş Ortaklığı"
ada3224d749eedccb70fda3d31ffc6170308f204d846a78170627ee5b03e0899,2025 Yılı Yangın Algılama Sistemleri Bakım Onarım Hizmet Alımı,25.12.2024 16:30,1794320.0,1629000.0,PROİNT BİLİŞİM VE SAĞLIK HİZMETLERİ LİMİTED ŞİRKETİ
2c855e5281b28f7544a75dc7be5a7899fa5143625eb0a847cdab106f2f8d0144,"2025 Yılı 3 Aylık Network, Donanım, Sistem, Destek, Yönetim ve Danışmanlık Hizmet Alımı",25.12.2024 15:30,4274632.02,3442161.0,PANATES BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ
d1b8067d6ce91e4ff62fc298990342e138499cfabec33868074bc7dd25aa9362,Malatya Yeşilyurt Adliye Lojmanları Yapım İşi,25.12.2024 15:30,459555928.14,387000000.0,"YHM YAPI İNŞAAT TAAHHÜT GIDA TEKSTİL TARIM HAYVANCILIK PETROL YEMEK TEMİZLİK TAŞIMACILIK SANAYİ VE TİCARET ANONİM ŞİRKETİ, AYDIN İNŞAAT İNŞAAT MALZEMELERİ ELEKTRİK ÜRETİM NAKLİYE İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ İş Ortaklığı"
88fe4a9d32d6f028d51d4a6a1692948474b5f3b536421d852cf634bd62a2bd0e,Malatya Battalgazi Adliye Lojmanları Yapım İşi,25.12.2024 15:30,143164477.17,128990000.0,"İLCİ İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ, ÖZ BAYTOK PETROL İNŞAAT GIDA OTOMOTİV TARIM İTHALAT VE İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ İş Ortaklığı"
3efacf93dcd976f8e1d57fac68eacba84f05792ce6d50509cd81ad4c73f9542f,2025 Yılı Elektronik Haberleşme Altyapısı Bakım Ve Onarımı Yapılması,25.12.2024 15:00,,,
b41ac3132b3328971149fc705eb98271bfee3fd4ceb13be8921d4eea71687075,WEB VE INTRANET SİTESİ YAZILIMLARI İLE ESHOT MOBİL UYGULAMALARI GELİŞTİRME HİZMETİ,25.12.2024 14:30,,,
d4dc7341a20e948491c12e32e420b83b3feeb2913669cf8ceeb2f993617eb075,Kaman İlçe Emniyet Müdürlüğü Yeni Hizmet Binası Yapım İşi,25.12.2024 14:30,48102415.8,38749000.0,"SAYIM ALAN, KASIR GRUP İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ İş Ortaklığı"
fa29a35b19760f9bab8be05c98741ead07b064b38747c708132bc6e3b6fd0708,GÜLHANE EĞİTİM VE ARAŞTIRMA HASTANESİ  36 AY SÜRE İLE (MR) GÖRÜNTÜLEME HİZMET ALIMI,25.12.2024 14:30,103231791.34,96837033.96,BAYTUNA SAĞLIK EĞİTİM ALTIN İNŞAAT DANIŞMANLIK HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ
ce3b8c39ff625010ad033ccd24dcc18bbe325be360e469ae7c20c2f63b67dd59,BAYRAKLI DOĞANÇAY SULAMA GÖLETİ BALÇIK TEMİZLİĞİ YAPIM İŞİ,25.12.2024 14:30,4419115.68,4440000.0,ŞAHİNLER MÜHENDİSLİK İNŞAAT MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ
1bc07102f8d7d13c8a7d34cdf1d28ed87cf18991f5c10854a1c82b4da4433b9b,Akaryakıt Alım İşi,25.12.2024 14:30,1491550.0,1413895.0,YANIKLAR GİYİM PETROL ÜRÜNLERİ TEKEL MADDELERİ DAYANIKLI TÜKETİM MADDELERİ AV MALZEMELERİ MOTORLU ARAÇLAR SANAYİ VE TİCARET LİMİTED ŞİRKETİ
cdd132b036795b19d0099d6bd17c3b4e0650ef8319722b20ea5424296273c7ec,Ardahan Üniversitesi Yenisey Konukevi Bakım Onarım Yapım İşi,25.12.2024 14:00,3747474.38,3399444.0,SİNAN YAĞIZ CENGİZ
e6f26293a2a1fcffdee03e72915090ecedadeaf16eed464fdf94cd602b718f2c,muhtelif,25.12.2024 14:00,529424.1,529424.1,NEXT GRUP BİLİŞİM MEDİKAL İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ
6ae1e3f3e51733a07380c85f3c35b381b65cdc7a9f80a8af1ee5b59f8aa0714e,MUHTELİF,25.12.2024 14:00,471574.5,471574.5,MT PRİNT TEKNOLOJİ BİLİŞİM MEDİKAL İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ
7ee42924efe817144baf7fc49830db82dc5d12b2eb122739cde3b0e60e5bb556,HALK SAĞLIĞI SONUÇ-PUAN KARŞILIĞI LABORATUVAR HİZMET ALIMI,25.12.2024 12:30,4906733.4,4743175.62,BİZİM SAĞLIK ÜRÜNLERİ İNŞAAT TEMİZLİK OFSET MATBAACILIK İTHALAT İHRACAT DIŞ TİCARET LİMİTED ŞİRKETİ
